월,사업부,지역,채널,제품카테고리,고객세그먼트,노출수,클릭율,클릭수,세션수,전환율,주문수,판매단위수,평균단가,매출액,매출원가,매출총이익,마케팅비용,운영비용,영업이익,객단가,반품율,반품금액,이탈율,NPS,CSAT,재고수량,리드타임_일,주문이행율,정시배송율,지원티켓수,평균해결시간_시간,SLA위반건수
2025-01,Online,Busan,Partner,E-Office,VIP,7373,0.02925,215,234,0.02637,6,6,60061.5,360369.02,233775.05,126593.96,56575.44,2926334.59,-2856316.07,60061.5,0.0471,16956.01,0.041,24,4.68,766,6.9,0.963,0.892,19,27.2,2
2025-01,Online,Busan,Partner,F-Outdoor,Mass,8714,0.03238,282,337,0.01925,6,10,67745.47,677454.69,395971.24,281483.45,67855.43,2268451.87,-2054823.84,112909.11,0.0338,22919.71,0.0434,43,4.71,753,5.5,0.9698,0.9574,4,41.0,2
2025-01,Online,Busan,Partner,F-Outdoor,Affinity,9211,0.03392,312,334,0.02299,7,12,62554.41,750652.91,460690.58,289962.33,149290.9,2289923.37,-2149251.94,107236.13,0.022,16517.92,0.0418,32,4.36,864,11.0,0.9247,0.9779,24,26.2,0
2025-01,Online,Busan,Partner,F-Outdoor,VIP,9918,0.03472,344,372,0.02897,10,13,67590.55,878677.21,547821.61,330855.6,185643.56,175067.32,-29855.28,87867.72,0.0172,15147.93,0.0223,43,4.0,479,7.0,0.99,0.8522,5,22.0,2
2025-01,Online,Busan,Marketplace,A-Standard,Mass,12466,0.02385,297,353,0.02038,7,9,29435.28,264917.53,187363.99,77553.54,119093.34,483816.64,-525356.43,37845.36,0.0304,8042.68,0.0272,26,4.63,542,3.9,0.954,0.8925,4,24.3,0
2025-01,Online,Busan,Marketplace,A-Standard,Affinity,10975,0.01987,218,267,0.00722,1,1,29895.1,29895.1,20543.39,9351.71,60640.39,18391.26,-69679.94,29895.1,0.0088,262.6,0.0341,71,4.37,300,8.8,0.9605,0.9255,0,26.7,0
2025-01,Online,Busan,Marketplace,A-Standard,VIP,15083,0.02758,415,471,0.02721,12,18,31300.32,563405.67,365503.53,197902.14,131487.09,2737478.37,-2671063.31,46950.47,0.0235,13248.58,0.0363,52,4.76,844,7.5,0.9568,0.9503,19,38.9,0
2025-01,Online,Busan,Marketplace,B-Pro,Mass,10547,0.02949,311,413,0.03607,14,20,46366.44,927328.87,585185.2,342143.66,168022.53,1617323.5,-1443202.36,66237.78,0.0435,40323.42,0.054,51,4.86,647,9.0,0.9546,0.9703,16,27.6,0
2025-01,Online,Busan,Marketplace,B-Pro,Affinity,9633,0.03251,313,395,0.02828,11,14,45668.52,639359.27,402676.3,236682.97,63928.51,256029.92,-83275.46,58123.57,0.043,27498.63,0.039,45,4.41,586,8.1,0.9276,0.9677,6,30.5,0
2025-01,Online,Busan,Marketplace,B-Pro,VIP,14893,0.01786,265,283,0.04319,12,15,42789.55,641843.24,401615.72,240227.53,108659.97,2282256.14,-2150688.59,53486.94,0.0464,29801.97,0.025,33,4.28,654,8.0,0.9588,0.8379,11,21.6,1
2025-01,Online,Busan,Marketplace,C-Ultra,Mass,15653,0.03548,555,632,0.02491,15,27,71187.83,1922071.54,1089719.98,832351.56,237144.08,2803441.5,-2208234.01,128138.1,0.0511,98150.36,0.0288,35,3.73,607,7.7,0.9519,0.9092,13,21.4,3
2025-01,Online,Busan,Marketplace,C-Ultra,Affinity,12964,0.02253,292,341,0.03077,10,9,67342.57,606083.11,356087.28,249995.83,173621.24,1229995.99,-1153621.4,60608.31,0.0372,22518.43,0.0369,65,3.73,792,2.2,0.9577,0.9087,23,3.5,0
2025-01,Online,Busan,Marketplace,C-Ultra,VIP,12503,0.02532,316,367,0.03938,14,22,71336.52,1569403.39,963413.62,605989.76,117638.35,890993.2,-402641.78,112100.24,0.0453,71071.7,0.0392,39,4.12,111,6.2,0.9609,0.9859,7,31.3,2
2025-01,Online,Busan,Marketplace,D-Home,Mass,16888,0.01385,233,271,0.02755,7,9,56524.52,508720.68,310108.46,198612.21,139277.93,640417.05,-581082.77,72674.38,0.0163,8282.18,0.0372,29,4.16,599,8.9,0.9723,1.0,8,29.0,1
2025-01,Online,Busan,Marketplace,D-Home,Affinity,12007,0.02796,335,395,0.02549,10,10,57487.02,574870.21,387903.31,186966.9,110731.31,468867.89,-392632.29,57487.02,0.0323,18596.29,0.0418,45,4.21,530,9.7,0.9653,0.8844,10,26.5,0
2025-01,Online,Busan,Marketplace,D-Home,VIP,14483,0.02376,344,416,0.02857,11,14,56240.3,787364.24,507057.78,280306.45,134059.34,2672061.32,-2525814.21,71578.57,0.0293,23098.65,0.0422,41,4.61,415,4.8,0.9547,0.9659,24,21.2,0
2025-01,Online,Busan,Marketplace,E-Office,Mass,11706,0.02784,325,366,0.02118,7,10,59458.76,594587.56,349368.8,245218.75,118478.77,2794835.06,-2668095.07,84941.08,0.0499,29640.67,0.0494,72,4.36,772,4.0,0.9595,0.961,10,15.4,3
2025-01,Online,Busan,Marketplace,E-Office,Affinity,13507,0.02426,327,399,0.02726,10,7,57416.18,401913.29,247387.63,154525.67,103820.74,976689.13,-925984.21,40191.33,0.0266,10678.79,0.0622,31,4.08,580,8.1,0.9102,0.9065,5,21.8,0
2025-01,Online,Busan,Marketplace,E-Office,VIP,11011,0.04003,440,477,0.03732,17,31,57536.06,1783617.83,1153169.48,630448.36,203665.57,3257174.94,-2830392.15,104918.7,0.0454,81064.77,0.0265,28,3.89,655,7.6,0.9418,0.8532,11,16.9,1
2025-01,Online,Busan,Marketplace,F-Outdoor,Mass,14963,0.02226,333,360,0.02253,8,9,67540.34,607863.09,366021.76,241841.33,123666.8,2074455.41,-1956280.88,75982.89,0.0453,27511.25,0.0621,39,4.48,460,10.8,0.948,0.9455,0,27.8,0
2025-01,Online,Busan,Marketplace,F-Outdoor,Affinity,12960,0.02645,342,415,0.02999,12,17,66983.52,1138719.9,675759.77,462960.13,92228.6,2812207.96,-2441476.42,94893.32,0.0343,39091.9,0.0381,27,4.0,399,5.3,0.9091,0.8894,17,24.0,3
2025-01,Online,Busan,Marketplace,F-Outdoor,VIP,11518,0.02641,304,334,0.03051,10,18,66496.11,1196930.0,724706.91,472223.08,110145.66,3245326.31,-2883248.88,119693.0,0.0528,63151.32,0.0108,41,4.5,904,8.6,0.9736,0.9407,13,15.6,0
2025-01,Online,Busan,App,A-Standard,Mass,9409,0.02971,279,340,0.01812,6,9,28949.06,260541.5,169058.43,91483.07,114937.53,2922737.11,-2946191.57,43423.58,0.0303,7895.15,0.0154,40,4.31,908,3.8,0.9334,0.9307,20,32.1,0
2025-01,Online,Busan,App,A-Standard,Affinity,10239,0.02179,223,275,0.02095,5,5,29026.64,145133.19,99779.51,45353.68,72672.83,595586.03,-622905.18,29026.64,0.0583,8465.25,0.0626,49,4.07,234,7.4,0.9654,0.9236,21,20.6,0
2025-01,Online,Busan,App,A-Standard,VIP,8903,0.03042,270,328,0.03677,12,20,29881.37,597627.35,388074.6,209552.75,107082.23,1566951.71,-1464481.19,49802.28,0.025,14937.22,0.03,60,3.98,580,6.2,0.9353,0.9576,21,42.0,2
2025-01,Online,Busan,App,B-Pro,Mass,8497,0.0216,183,224,0.0248,5,5,43904.75,219523.75,138700.77,80822.98,77910.94,240452.0,-237539.97,43904.75,0.0174,3820.19,0.0142,22,4.73,715,9.2,0.968,0.985,2,22.4,0
2025-01,Online,Busan,App,B-Pro,Affinity,8459,0.0172,145,175,0.03299,5,4,43381.73,173526.9,108877.32,64649.58,63350.49,1463831.76,-1462532.66,34705.38,0.0144,2493.45,0.0314,31,3.96,346,7.4,0.9268,0.8985,4,26.0,0
2025-01,Online,Busan,App,B-Pro,VIP,10180,0.0281,286,362,0.02682,9,9,44910.77,404196.94,273986.21,130210.73,148009.2,2844399.23,-2862197.7,44910.77,0.0005,218.56,0.0207,51,4.1,751,7.3,0.9528,0.9427,16,17.7,2
2025-01,Online,Busan,App,C-Ultra,Mass,9101,0.01602,145,183,0.01503,2,3,71930.52,215791.57,132055.73,83735.84,94527.25,638984.1,-649775.5,107895.78,0.037,7991.67,0.0179,35,4.0,673,9.3,0.9194,0.8829,16,30.7,3
2025-01,Online,Busan,App,C-Ultra,Affinity,13262,0.0302,400,471,0.01802,8,8,72953.91,583631.24,370131.43,213499.81,126485.95,1291619.09,-1204605.24,72953.91,0.0166,9674.05,0.0247,53,4.02,335,9.9,0.9792,0.8967,18,20.1,0
2025-01,Online,Busan,App,C-Ultra,VIP,10957,0.0306,335,380,0.01766,6,6,71544.19,429265.16,243752.63,185512.52,94437.09,421905.2,-330829.77,71544.19,0.0497,21314.58,0.037,50,4.11,461,6.0,0.9977,0.9195,12,31.7,1
2025-01,Online,Busan,App,D-Home,Mass,10413,0.02294,238,259,0.02257,5,9,53215.66,478940.9,297657.57,181283.32,107472.73,960070.0,-886259.4,95788.18,0.0532,25479.84,0.0381,34,4.9,551,10.6,0.9595,0.9468,11,22.2,0
2025-01,Online,Busan,App,D-Home,Affinity,13714,0.02309,316,348,0.03309,11,21,56520.65,1186933.75,784158.03,402775.72,128820.84,1234654.41,-960699.52,107903.07,0.0423,50222.01,0.0346,45,4.11,530,5.5,0.9671,0.9283,15,21.5,0
2025-01,Online,Busan,App,D-Home,VIP,11508,0.02828,325,373,0.0175,6,7,56929.75,398508.25,260680.63,137827.62,162814.64,1409357.61,-1434344.63,66418.04,0.0374,14918.98,0.0354,39,3.82,816,6.4,0.9994,0.9914,11,28.6,7
2025-01,Online,Busan,App,E-Office,Mass,10525,0.01854,195,243,0.02403,5,4,58415.13,233660.51,148345.32,85315.19,109374.43,2104371.87,-2128431.11,46732.1,0.0472,11020.12,0.0202,39,3.99,709,5.0,0.9116,0.9631,13,16.2,2
2025-01,Online,Busan,App,E-Office,Affinity,9786,0.0218,213,227,0.02379,5,8,61842.03,494736.28,313631.36,181104.92,68820.94,493258.14,-380974.16,98947.26,0.033,16333.76,0.0221,44,4.31,270,5.4,0.9813,0.9677,20,17.0,0
2025-01,Online,Busan,App,E-Office,VIP,7610,0.02387,181,230,0.02262,5,10,61010.51,610105.13,355792.07,254313.06,54325.06,387362.68,-187374.68,122021.03,0.0568,34680.71,0.0389,49,4.09,55,5.4,0.9405,0.9486,21,26.7,1
2025-01,Online,Busan,App,F-Outdoor,Mass,9890,0.02696,266,341,0.02797,9,11,61779.83,679578.17,413209.76,266368.41,130405.57,2572399.55,-2436436.71,75508.69,0.0327,22251.25,0.0429,39,4.8,575,6.7,0.9299,0.903,11,12.9,0
2025-01,Online,Busan,App,F-Outdoor,Affinity,9073,0.026,235,307,0.02514,7,12,67265.5,807186.0,475556.82,331629.17,72850.42,1735889.24,-1477110.49,115312.29,0.0379,30586.1,0.0339,30,4.53,719,5.7,0.9907,0.9795,17,26.6,0
2025-01,Online,Busan,App,F-Outdoor,VIP,8747,0.02254,197,261,0.03742,9,17,65884.8,1120041.62,663165.88,456875.74,79976.59,1427018.96,-1050119.81,124449.07,0.038,42570.86,0.0277,22,4.45,510,6.5,0.9625,0.8951,13,35.1,0
2025-02,Retail,Seoul,Direct,A-Standard,Mass,10380,0.02116,219,246,0.03158,7,8,29222.06,233776.52,162427.97,71348.55,84788.37,29817.98,-43257.8,33396.65,0.0315,7354.52,0.0332,54,4.36,563,5.1,0.9251,0.9019,16,35.9,1
2025-02,Retail,Seoul,Direct,A-Standard,Affinity,12575,0.03096,389,418,0.02057,8,11,30298.85,333287.38,216731.37,116556.01,166849.01,1199723.67,-1250016.67,41660.92,0.0227,7576.54,0.0436,41,4.03,859,10.5,0.9834,0.904,7,22.2,4
2025-02,Retail,Seoul,Direct,A-Standard,VIP,14018,0.02683,376,480,0.02158,10,17,31039.95,527679.18,358863.48,168815.7,192228.19,2716709.17,-2740121.66,52767.92,0.0375,19804.29,0.0118,44,4.34,567,6.3,0.9412,0.9538,14,23.3,2
2025-02,Retail,Seoul,Direct,B-Pro,Mass,14201,0.02542,361,410,0.0333,13,13,45339.62,589415.0,390261.65,199153.35,222537.14,243773.6,-267157.39,45339.62,0.0347,20476.93,0.0373,50,4.51,693,8.5,0.9917,0.9065,10,23.8,0
2025-02,Retail,Seoul,Direct,B-Pro,Affinity,9408,0.02461,231,297,0.02497,7,12,44070.77,528849.22,325845.96,203003.26,141919.49,2787317.5,-2726233.73,75549.89,0.0673,35591.41,0.019,38,4.3,677,6.3,1.0,0.9388,18,24.1,0
2025-02,Retail,Seoul,Direct,B-Pro,VIP,10893,0.02994,326,345,0.03122,10,15,43911.67,658675.09,449574.23,209100.86,112118.87,1843453.42,-1746471.43,65867.51,0.0446,29358.1,0.026,37,4.35,518,4.8,0.9705,0.9303,13,32.9,1
2025-02,Retail,Seoul,Direct,C-Ultra,Mass,15369,0.02222,341,433,0.02487,10,8,72754.29,582034.28,358987.59,223046.7,152383.63,447228.59,-376565.52,58203.43,0.0355,20678.86,0.0294,39,4.12,316,7.2,0.9508,0.955,19,27.0,0
2025-02,Retail,Seoul,Direct,C-Ultra,Affinity,10898,0.01787,194,210,0.02804,5,6,72716.33,436297.99,251251.69,185046.3,126357.57,3066569.57,-3007880.83,87259.6,0.0648,28271.63,0.0279,39,4.16,570,9.6,0.9652,0.9634,19,27.5,0
2025-02,Retail,Seoul,Direct,C-Ultra,VIP,10769,0.02516,270,289,0.04217,12,21,68944.26,1447829.48,924794.78,523034.71,82843.6,1715378.04,-1275186.93,120652.46,0.0634,91809.36,0.0177,46,4.3,637,7.0,0.925,0.8999,12,34.0,1
2025-02,Retail,Seoul,Direct,D-Home,Mass,12160,0.02761,335,404,0.01609,6,8,55745.21,445961.72,276964.53,168997.19,166577.45,2127493.64,-2125073.89,74326.95,0.0365,16299.51,0.034,52,4.7,514,7.6,0.9548,0.9016,13,21.0,0
2025-02,Retail,Seoul,Direct,D-Home,Affinity,11576,0.02375,274,313,0.02915,9,12,54141.06,649692.73,438804.08,210888.65,82518.81,1989640.92,-1861271.09,72188.08,0.0386,25048.25,0.0411,51,3.89,393,8.3,0.9544,0.9937,6,13.5,1
2025-02,Retail,Seoul,Direct,D-Home,VIP,12654,0.02269,287,342,0.02513,8,12,57053.21,684638.46,424292.16,260346.3,145258.0,491677.94,-376589.63,85579.81,0.071,48622.95,0.033,53,4.36,801,8.3,0.9358,0.9621,7,28.7,2
2025-02,Retail,Seoul,Direct,E-Office,Mass,13846,0.01381,191,239,0.02701,6,7,57788.27,404517.92,265199.19,139318.73,124136.03,260976.02,-245793.32,67419.65,0.0329,13290.13,0.0145,46,3.86,473,8.4,0.9043,0.899,6,43.3,0
2025-02,Retail,Seoul,Direct,E-Office,Affinity,10856,0.0265,287,350,0.02997,10,14,59789.7,837055.76,537700.5,299355.26,108678.94,2909842.14,-2719165.82,83705.58,0.0349,29217.08,0.036,33,3.66,317,9.8,0.9334,0.9128,14,33.4,0
2025-02,Retail,Seoul,Direct,E-Office,VIP,10828,0.01619,175,187,0.02191,4,4,62128.29,248513.15,146221.84,102291.31,97262.62,2313777.33,-2308748.64,62128.29,0.0654,16244.59,0.0354,41,4.78,1001,8.4,0.9648,0.9589,16,26.5,0
2025-02,Retail,Seoul,Direct,F-Outdoor,Mass,13838,0.02493,344,434,0.02242,9,10,63985.0,639850.02,373076.1,266773.92,128341.62,202405.5,-63973.2,71094.45,0.0244,15614.51,0.0389,38,3.76,54,6.7,0.91,0.9575,13,31.7,3
2025-02,Retail,Seoul,Direct,F-Outdoor,Affinity,11434,0.02108,241,292,0.02182,6,4,67372.14,269488.54,156281.63,113206.91,101198.92,2934656.37,-2922648.37,44914.76,0.0297,8003.26,0.0282,32,4.14,352,5.3,0.9251,0.942,10,23.4,3
2025-02,Retail,Seoul,Direct,F-Outdoor,VIP,15823,0.02579,408,496,0.02788,13,22,64337.8,1415431.6,886947.99,528483.61,119341.94,1899126.61,-1489984.94,108879.35,0.0393,55678.81,0.0262,25,4.43,785,8.7,0.941,0.869,9,31.2,0
2025-02,Retail,Seoul,Partner,A-Standard,Mass,11805,0.02718,320,414,0.03335,13,11,29941.46,329356.04,230687.27,98668.77,167155.74,2404690.33,-2473177.29,25335.08,0.0583,19194.15,0.0382,60,3.98,476,7.5,0.9095,0.9111,13,15.5,0
2025-02,Retail,Seoul,Partner,A-Standard,Affinity,13744,0.02451,336,395,0.01127,4,3,31470.59,94411.76,61363.44,33048.32,116622.09,1246961.81,-1330535.58,23602.94,0.0174,1647.23,0.0479,12,3.76,678,6.8,0.9948,0.9283,12,21.7,0
2025-02,Retail,Seoul,Partner,A-Standard,VIP,12521,0.02089,261,327,0.02296,7,8,30772.74,246181.91,170857.57,75324.34,108230.3,2264423.53,-2297329.5,35168.84,0.0217,5341.47,0.0355,54,4.05,323,6.8,0.9054,0.8842,8,28.5,0
2025-02,Retail,Seoul,Partner,B-Pro,Mass,11909,0.03575,425,554,0.0339,18,14,47062.62,658876.74,434453.31,224423.43,147218.79,139090.28,-61885.64,36604.26,0.0225,14803.84,0.0427,40,4.41,684,5.2,0.9837,0.9618,12,34.4,0
2025-02,Retail,Seoul,Partner,B-Pro,Affinity,7830,0.0158,123,131,0.03444,4,6,46684.11,280104.69,187486.18,92618.51,35322.73,790216.22,-732920.45,70026.17,0.0497,13911.88,0.0269,53,4.53,435,9.9,0.9445,0.8202,12,27.3,0
2025-02,Retail,Seoul,Partner,B-Pro,VIP,10232,0.01302,133,171,0.02635,4,8,45244.84,361958.7,225347.85,136610.85,65666.45,76946.02,-6001.62,90489.68,0.0078,2820.64,0.0267,45,3.59,701,3.7,1.0,0.9782,4,32.4,3
2025-02,Retail,Seoul,Partner,C-Ultra,Mass,9138,0.03835,350,385,0.02453,9,11,68335.85,751694.4,433501.36,318193.03,84602.23,1951274.0,-1717683.2,83521.6,0.042,31578.17,0.0365,55,3.96,97,9.2,0.9485,0.9643,20,21.8,2
2025-02,Retail,Seoul,Partner,C-Ultra,Affinity,10394,0.02332,242,322,0.02692,8,5,66520.42,332602.12,187782.77,144819.35,140509.94,629280.64,-624971.23,41575.26,0.0477,15855.21,0.0344,53,4.21,420,8.3,0.9809,0.9046,11,31.6,0
2025-02,Retail,Seoul,Partner,C-Ultra,VIP,11151,0.02604,290,348,0.01953,6,7,70138.77,490971.39,283397.44,207573.95,92834.41,729998.07,-615258.52,81828.57,0.0314,15406.39,0.0274,27,4.54,352,5.5,0.9587,0.8665,13,37.5,0
2025-02,Retail,Seoul,Partner,D-Home,Mass,8346,0.03365,280,302,0.01799,5,5,56103.76,280518.79,174225.78,106293.01,121776.48,2423834.94,-2439318.41,56103.76,0.0269,7542.12,0.0379,66,3.63,568,8.8,0.9598,0.9299,15,24.9,0
2025-02,Retail,Seoul,Partner,D-Home,Affinity,13126,0.02157,283,349,0.03476,12,24,54997.28,1319934.6,889222.4,430712.2,156085.71,2408969.71,-2134343.22,109994.55,0.0145,19073.18,0.0425,57,4.39,671,9.9,0.9658,0.9515,7,38.6,0
2025-02,Retail,Seoul,Partner,D-Home,VIP,8678,0.02338,202,228,0.03449,7,10,56966.92,569669.18,357660.95,212008.22,104707.47,2115671.42,-2008370.66,81381.31,0.0399,22704.56,0.0509,35,4.38,465,11.4,0.9448,0.973,8,18.2,0
2025-02,Retail,Seoul,Partner,E-Office,Mass,8867,0.02227,197,262,0.03489,9,11,62518.21,687700.34,424800.58,262899.76,89402.89,225583.17,-52086.3,76411.15,0.0287,19726.88,0.0392,17,4.34,545,6.2,1.0,0.9113,10,21.3,0
2025-02,Retail,Seoul,Partner,E-Office,Affinity,9942,0.0277,275,329,0.02336,7,9,59139.63,532256.63,312220.45,220036.17,169622.35,1686646.05,-1636232.23,76036.66,0.0321,17102.14,0.0421,55,3.95,813,7.4,0.9887,0.9082,7,50.9,0
2025-02,Retail,Seoul,Partner,E-Office,VIP,10376,0.03067,318,376,0.01592,5,7,59204.14,414428.95,265043.48,149385.47,136326.15,2204385.39,-2191326.08,82885.79,0.0613,25420.81,0.0209,60,4.41,835,9.5,1.0,0.9246,0,29.3,0
2025-02,Retail,Seoul,Partner,F-Outdoor,Mass,12443,0.01651,205,263,0.02113,5,6,64079.09,384474.56,227577.92,156896.64,108765.97,1909927.05,-1861796.38,76894.91,0.032,12308.0,0.0454,59,4.14,651,6.6,0.933,0.9251,11,40.8,0
2025-02,Retail,Seoul,Partner,F-Outdoor,Affinity,9135,0.03378,308,358,0.01678,6,7,63190.21,442331.5,279688.6,162642.9,130770.44,1517475.21,-1485602.75,73721.92,0.0416,18400.7,0.0409,36,3.83,244,7.5,0.989,1.0,10,37.6,6
2025-02,Retail,Seoul,Partner,F-Outdoor,VIP,11740,0.03064,359,418,0.02686,11,17,62729.32,1066398.45,691798.02,374600.43,117406.48,1345073.96,-1087880.01,96945.31,0.0164,17535.76,0.0235,49,4.0,499,6.8,0.9352,0.9543,9,23.7,0
2025-02,Retail,Seoul,Marketplace,A-Standard,Mass,16483,0.02554,420,527,0.01867,9,9,28506.4,256557.57,178349.51,78208.06,225336.39,2975347.13,-3122475.47,28506.4,0.0462,11843.38,0.0343,53,3.94,464,2.0,0.9621,0.8896,10,34.9,1
2025-02,Retail,Seoul,Marketplace,A-Standard,Affinity,22621,0.0248,560,639,0.02075,13,26,31080.26,808086.69,567000.82,241085.87,249776.7,2678316.58,-2687007.41,62160.51,0.0375,30332.33,0.0236,43,3.77,399,5.8,0.917,0.8793,11,26.6,1
2025-02,Retail,Seoul,Marketplace,A-Standard,VIP,19073,0.03121,595,692,0.02358,16,22,28703.9,631485.81,420124.86,211360.95,143430.54,2024741.45,-1956811.05,39467.86,0.022,13883.34,0.0436,16,4.3,435,6.2,0.9543,0.9466,15,16.0,1
2025-02,Retail,Seoul,Marketplace,B-Pro,Mass,16681,0.02461,410,521,0.01768,9,12,45393.73,544724.77,349139.36,195585.42,213195.74,560061.03,-577671.35,60524.97,0.0131,7128.38,0.0357,59,4.35,199,9.3,0.975,0.9613,5,36.7,1
2025-02,Retail,Seoul,Marketplace,B-Pro,Affinity,14252,0.03142,447,556,0.02825,15,21,43757.46,918906.65,592437.54,326469.1,228950.91,1734399.02,-1636880.82,61260.44,0.0327,30040.09,0.0267,40,4.33,311,7.4,0.9574,0.9421,10,33.5,1
2025-02,Retail,Seoul,Marketplace,B-Pro,VIP,18283,0.03476,635,764,0.02139,16,29,47177.14,1368137.18,919067.07,449070.11,177944.84,1167818.8,-896693.53,85508.57,0.0423,57910.81,0.0338,37,3.84,517,9.6,0.9859,1.0,11,22.9,0
2025-02,Retail,Seoul,Marketplace,C-Ultra,Mass,17110,0.02719,465,564,0.02112,11,11,72770.96,800480.53,510116.93,290363.6,228354.87,2805042.38,-2743033.65,72770.96,0.0332,26554.04,0.0471,31,4.12,597,7.4,0.9472,0.9322,8,27.7,1
2025-02,Retail,Seoul,Marketplace,C-Ultra,Affinity,14615,0.02996,437,479,0.03222,15,20,66650.76,1333015.28,835520.63,497494.64,172824.13,520517.48,-195846.97,88867.69,0.0039,5202.12,0.0371,51,4.04,465,7.9,0.9382,0.9304,17,31.6,0
2025-02,Retail,Seoul,Marketplace,C-Ultra,VIP,12623,0.02055,259,312,0.02843,8,9,70043.26,630389.3,383757.49,246631.81,141042.86,1564735.22,-1459146.27,78798.66,0.0262,16496.54,0.0391,55,4.69,887,5.4,0.9148,0.9542,20,33.3,0
2025-02,Retail,Seoul,Marketplace,D-Home,Mass,14839,0.0262,388,438,0.01043,4,4,53230.21,212920.86,143834.45,69086.4,128465.79,2008194.48,-2067573.87,53230.21,0.0153,3251.74,0.04,44,4.2,500,6.1,0.9359,0.913,12,17.0,0
2025-02,Retail,Seoul,Marketplace,D-Home,Affinity,16579,0.01388,230,287,0.01894,5,5,57037.43,285187.13,183687.35,101499.78,137590.23,2094260.73,-2130351.18,57037.43,0.0434,12369.42,0.0148,19,3.62,511,6.4,0.9393,0.9215,9,27.6,2
2025-02,Retail,Seoul,Marketplace,D-Home,VIP,16958,0.02357,399,435,0.03862,16,17,54317.02,923389.37,588041.64,335347.74,109470.65,149587.86,76289.22,57711.84,0.0482,44502.25,0.0144,12,3.95,658,6.9,0.9341,0.879,22,22.4,0
2025-02,Retail,Seoul,Marketplace,E-Office,Mass,16234,0.0327,530,603,0.02153,12,23,62278.23,1432399.34,939219.22,493180.12,121636.88,890629.8,-519086.56,119366.61,0.0409,58617.95,0.0285,55,4.45,384,6.2,1.0,0.948,13,31.1,0
2025-02,Retail,Seoul,Marketplace,E-Office,Affinity,15126,0.01743,263,332,0.02642,8,11,62211.47,684326.17,431881.62,252444.55,95919.82,2059995.45,-1903470.72,85540.77,0.0237,16251.5,0.0492,34,4.31,549,3.5,0.9556,0.9423,11,25.5,0
2025-02,Retail,Seoul,Marketplace,E-Office,VIP,15883,0.02,317,355,0.03274,11,9,59975.79,539782.1,339525.92,200256.18,112490.41,614700.27,-526934.5,49071.1,0.042,22691.49,0.0308,35,4.23,404,5.8,0.9884,0.9454,19,20.2,2
2025-02,Retail,Seoul,Marketplace,F-Outdoor,Mass,14505,0.02642,383,463,0.03126,14,23,66984.71,1540648.38,916361.92,624286.46,138243.93,1841722.17,-1355679.64,110046.31,0.0152,23399.73,0.0392,58,3.97,469,6.4,0.9327,0.9303,7,36.3,0
2025-02,Retail,Seoul,Marketplace,F-Outdoor,Affinity,17969,0.02166,389,504,0.03356,16,26,62369.52,1621607.49,962165.9,659441.59,198051.79,2363013.69,-1901623.89,101350.47,0.0414,67197.29,0.0367,47,4.54,325,4.6,0.957,1.0,10,28.7,0
2025-02,Retail,Seoul,Marketplace,F-Outdoor,VIP,17548,0.02376,416,553,0.02355,13,17,64986.95,1104778.17,694988.67,409789.5,150428.59,2882794.83,-2623433.92,84982.94,0.0439,48504.36,0.0319,57,4.8,636,5.9,0.9738,0.9445,16,29.9,0
2025-02,Retail,Seoul,App,A-Standard,Mass,11099,0.02026,224,253,0.02536,6,12,29636.18,355634.14,236032.72,119601.42,104772.5,2326219.13,-2311390.21,59272.36,0.0452,16083.2,0.0331,52,3.83,781,10.2,0.979,0.9725,13,36.9,0
2025-02,Retail,Seoul,App,A-Standard,Affinity,12547,0.02333,292,359,0.03089,11,14,28733.05,402262.74,273426.34,128836.39,134595.19,2524538.71,-2530297.51,36569.34,0.0008,340.93,0.02,45,4.44,579,4.2,0.9005,0.9367,5,19.9,0
2025-02,Retail,Seoul,App,A-Standard,VIP,13525,0.01496,202,266,0.02422,6,10,29696.99,296969.89,203575.81,93394.08,139169.0,2576934.3,-2622709.22,49494.98,0.0426,12661.92,0.0347,31,4.03,49,6.8,0.9887,0.8782,12,27.9,2
2025-02,Retail,Seoul,App,B-Pro,Mass,12844,0.0272,349,411,0.0201,8,8,43571.5,348571.98,228692.9,119879.08,203682.4,701219.2,-785022.52,43571.5,0.049,17086.09,0.0444,48,4.29,790,4.6,0.9755,0.9944,13,18.7,1
2025-02,Retail,Seoul,App,B-Pro,Affinity,11026,0.00852,93,109,0.03048,3,2,45490.51,90981.01,58623.89,32357.12,62212.33,2417446.27,-2447301.48,30327.0,0.0284,2586.03,0.0289,27,4.25,458,3.0,0.9645,0.9551,14,18.2,1
2025-02,Retail,Seoul,App,B-Pro,VIP,9197,0.03347,307,327,0.02651,8,9,45275.08,407475.7,261003.73,146471.97,129395.21,123926.56,-106849.79,50934.46,0.0665,27087.21,0.0252,36,4.88,511,7.7,0.9795,0.9395,14,36.1,0
2025-02,Retail,Seoul,App,C-Ultra,Mass,11595,0.00837,97,114,0.02627,2,2,71717.17,143434.34,91342.25,52092.09,86110.67,1942168.8,-1976187.37,71717.17,0.0227,3255.3,0.0467,58,4.52,426,4.5,0.9942,0.9181,9,38.5,1
